,uniqueId,mean,std,min,max,update_rate,endUseLabel,energy_no_energy,energy_yes_energy,sensor_no_sensor,sensor_yes_sensor,equipRef_Air_Equip,equipRef_Cooling,equipRef_Heating,equipRef_LEED,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
139,Elec Submeters LEED-TBIRD_PARK_E1 Utilities TBIRD_PARK_E1_EnergyPosSum TBIRD_PARK_E1_EnergyPosSum,0.03379185134774805,0.02372253314617054,0.03379192565948852,0.03379148262691643,9.430403621277228e-05,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Elec Submeters LEED-TBIRD_PARK_E1 Utilities TBIRD_PARK_E1_EnergyPosSumNR TBIRD_PARK_E1_EnergyPosSumNR,0.03379187276193396,0.023719105498587648,0.03379194906548172,0.03379150373761325,0.00018860807242548905,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Elec Submeters LEED-TBIRD_PARK_LV-PB Utilities TBIRD_PARK_LV-PB_EnergyPosSum TBIRD_PARK_LV-PB_EnergyPosSum,0.058824750109982366,0.047896588563611564,0.05882379720788273,0.05882621972700088,0.00018860807242548905,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Elec Submeters LEED-TBIRD_PARK_LV-PB Utilities TBIRD_PARK_LV-PB_EnergyPosSumNR TBIRD_PARK_LV-PB_EnergyPosSumNR,0.05882476585227893,0.047902339440474916,0.05882381249081569,0.05882623469551194,0.00018860807242548905,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Elec Submeters LEED-TBIRD_PARK_S2 Utilities TBIRD_PARK_S2_EnergyPosSum TBIRD_PARK_S2_EnergyPosSum,0.0,0.0,0.0,0.0,9.430403621277228e-05,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Elec Submeters LEED-TBIRD_PARK_S2 Utilities TBIRD_PARK_S2_EnergyPosSumNR TBIRD_PARK_S2_EnergyPosSumNR,0.0,0.0,0.0,0.0,9.430403621277228e-05,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Elec Submeters LEED-TX-E1C1 Utilities TX-E1C1_EnergyPosSum TX-E1C1_EnergyPosSum,0.0061242702465559885,0.004762376486002124,0.006124191127924792,0.00612435174977703,9.430403621277228e-05,99_UNKNOWN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Elec Submeters LEED-TX-E1C1 Utilities TX-E1C1_EnergyPosSumNR TX-E1C1_EnergyPosSumNR,0.006124290658314626,0.004764267456849776,0.006124211280273372,0.006124372532595116,0.00018860807242548905,99_UNKNOWN,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,HW Submeters FM-1 Utilities Energy FM1_BTU_EF1_2_ENERGY(kWh),0.029436721811201248,0.5309195532355637,0.029331068340705736,0.029542317847677284,0.23868351565446996,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,HW Submeters FM-10 Utilities Energy FM10_BTU_P4ABC_ENERGY(kWh),0.04058920735130359,0.5852760539943259,0.040480358321324135,0.040690084041895565,0.4728404375707279,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000833909845688983,-0.0008339098456890141,-0.0008339098456890134,-0.003989747265380029,0.00196581241125846,-0.0051529984259003955,0.0,-0.009704891753481118,-0.0006669431903971116,0.0,-0.001456419242154819,-0.0016409556820673767,0.0,-0.0016409556820673225,-0.0016409556820673223
149,HW Submeters FM-12 Utilities Energy FM12_BTU_HX7_ENERGY(kWh),0.0006592368881593905,0.009429701201489034,0.0006575488216783459,0.0006613226896976208,0.23858921161825716,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,HW Submeters FM-2 Utilities Energy FM2_BTU_EF3_ENERGY(kWh),0.0023310582862205572,0.0012218464083868987,0.0023311927767094972,0.0023309470499229767,0.23849490758204447,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,HW Submeters FM-3 Utilities Energy MV_PHARM_FM3_BTU_EF4_ENERGY(kWh)_TL,0.0007265461538078817,6.481495572963055e-05,0.0007266480497378228,0.0007264563957485415,0.1656921916258016,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,HW Submeters FM-4 Utilities Energy FM4_BTU_CT_ENERGY(kWh)_TL,0.027789033571219597,1.0,0.027564179020210015,0.028011470245808634,0.16578649566201434,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,HW Submeters FM-6 Utilities Energy FM6_BTU_P9_CRAH1~3_ENERGY(kWh)_TL,0.005324534443863542,0.12751954264781246,0.005299125881255693,0.005350094524306314,0.16578649566201434,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,HW Submeters FM-7 Utilities Energy FM7_BTU_P7_DATA_CTR_ENERGY(kWh)_TL,0.026834159790427678,0.4524255884253604,0.026744120459903542,0.02692366387390622,0.16578649566201434,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,HW Submeters FM-8 Utilities Energy FM8_BTU_P5AB_ENERGY(kWh)_TL,0.003022092520332775,0.025641367835135338,0.003017485045823071,0.003027108256569755,0.16578649566201434,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,HW Submeters FM-9 Utilities Energy FM9_BTU_CRAH4~6_ENERGY(kWh)_TL,0.002378957595747656,0.04312712480222699,0.0023703716199819686,0.0023875212921108126,0.16578649566201434,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Heating Plant HX-2 P-HX2A Hydronic Systems Energy HX2_PHX2A_VFD_PWR(kWh),9.594492037347865e-06,0.00022236320868372403,9.550202592841019e-06,9.636113453314796e-06,0.23849490758204447,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Heating Plant HX-2 P-HX2B Hydronic Systems Energy HX2_PHX2B_VFD_PWR(kWh),1.0068740748881829e-05,0.0002463868780865358,1.0022792047833155e-05,1.0117125844520842e-05,0.23849490758204447,00_HEATING_SPACE_AND_WATER,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,LEF-1 EF-1A Air Systems Energy EF1_F1_VFD_PWR(kWh),0.0007484358859610105,0.013498763273558896,0.0007457496180760917,0.000751120688961624,0.23868351565446996,05_OTHER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,LEF-1 EF-1B Air Systems Energy EF1_F2_VFD_PWR(kWh),0.0007190854866487496,0.012969397455467362,0.0007165045612617097,0.0007216650070249027,0.23868351565446996,05_OTHER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,LEF-1 EF-1C Air Systems Energy EF1_F3_VFD_PWR(kWh),0.0007975978577258418,0.014385444575127658,0.000794735134749,0.0008004590210518544,0.23868351565446996,05_OTHER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,LEF-4 EF-4A Air Systems Energy EF4_F1_VFD_PWR(kWh)_TL,0.0005150117538715033,0.009023898535417237,0.0005132195781226191,0.0005168041831866057,0.1656921916258016,05_OTHER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,LEF-4 EF-4B Air Systems Energy EF4_F2_VFD_PWR(kWh)_TL,0.0004968594742850603,0.008755153972951435,0.0004951193048912357,0.0004986009528923516,0.1656921916258016,05_OTHER,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Rm 4312B EF-28 Floor 4 Energy EF_28_VFD_PWR(kWh),0.0,0.0,0.0,0.0,0.23868351565446996,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Rm 6102 EF-07 Floor 6 Energy EF_07_VFD_PWR(kWh)_TL,1.4998314293490094e-05,0.00026438990737929905,1.4945755853260381e-05,1.505085130275911e-05,0.1656921916258016,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Rm 6102 EF-08 Floor 6 Energy EF_08_VFD_PWR(kWh)_TL,1.4998724726679244e-05,0.0002643898905749445,1.494616630450013e-05,1.5051261718450628e-05,0.1656921916258016,02_HEATING_COOLING_COMBINED,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,AHU-20 Air Systems Energy AHU20_SF_VFD_PWR(kWh)_TL,,,,,,02_HEATING_COOLING_COMBINED,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,AHU-19 Air Systems Energy AHU19_SF_VFD_PWR(kWh)_TL,,,,,,02_HEATING_COOLING_COMBINED,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Heating Plant BLR-1 Hydronic Systems BLR1_GFLW_FLOW BLR1_GFLW_FLOW,,,,,,00_HEATING_SPACE_AND_WATER,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
170,Heating Plant BLR-2 Hydronic Systems BLR2_GFLW_FLOW BLR2_GFLW_FLOW,,,,,,00_HEATING_SPACE_AND_WATER,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
171,Heating Plant BLR-3 Hydronic Systems BLR3_GFLW_FLOW BLR3_GFLW_FLOW,,,,,,00_HEATING_SPACE_AND_WATER,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
172,Heating Plant BLR-4 Hydronic Systems BLR4_GFLW_FLOW BLR4_GFLW_FLOW,,,,,,00_HEATING_SPACE_AND_WATER,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
173,Gas Submeters BLR-2 Gas Meter Utilities BLR2_GFLW_DAY BLR2_GFLW_DAY,,,,,,00_HEATING_SPACE_AND_WATER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
174,Gas Submeters BLR-1Gas Meter Utilities BLR1_GFLW_DAY BLR1_GFLW_DAY,,,,,,00_HEATING_SPACE_AND_WATER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
175,Cooling Plant Hydronic Systems Energy CHLR_CH1_PWR(kWh),,,,,,01_SPACE_COOLING,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
176,Cooling Plant Hydronic Systems Energy CHLR_CH2_PWR(kWh),,,,,,01_SPACE_COOLING,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
177,Cooling Plant Hydronic Systems Energy CHLR_CH3_PWR(kWh),,,,,,01_SPACE_COOLING,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
178,Cooling Plant Hydronic Systems Energy CHLR_CH4_PWR(kWh),,,,,,01_SPACE_COOLING,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
179,AHU-19 Air Systems Energy AHU19_SF_VFD_PWR(kWh),,,,,,02_HEATING_COOLING_COMBINED,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
180,AHU-20 Air Systems Energy AHU20_SF_VFD_PWR(kWh),,,,,,02_HEATING_COOLING_COMBINED,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
181,Elec Submeters DCA Utilities Energy Hybrid Energy Hybrid,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Elec Submeters DCB Utilities Energy Hybrid Energy Hybrid,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Elec Submeters PA Utilities Energy Hybrid Energy Hybrid,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Elec Submeters PB Utilities Energy Hybrid Energy Hybrid,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Elec Submeters DCA Utilities Energy Energy,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,Elec Submeters DCB Utilities Energy Energy,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,Elec Submeters PA Utilities Energy Energy,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Elec Submeters PB Utilities Energy Energy,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Elec Submeters DCA Utilities Energy OPC Energy OPC,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6491598457193135e-15,-1.6491598457193133e-15,-1.6491598457193133e-15,-1.352938899936683e-15,-1.8545090823896143e-15,-1.0595469726894913e-15,0.0,-5.435442731597078e-16,-1.5528759004165535e-16,0.0,-1.0195976682693623e-15,5.770626256105786e-16,0.0,5.770626256105788e-16,5.770626256105787e-16
190,Elec Submeters PA Utilities Energy OPC Energy OPC,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.662463454102569e-16,2.6624634541025703e-16,2.66246345410257e-16,3.69856077292014e-16,6.511759066921246e-16,2.2852081725055465e-16,0.0,4.294301015901808e-15,3.477034747849142e-15,0.0,4.320846837778336e-15,2.4694089140621318e-15,0.0,2.4694089140621326e-15,2.469408914062132e-15
191,Elec Submeters PB Utilities Energy OPC Energy OPC,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.564044243985864e-16,-9.564044243985866e-16,-9.56404424398587e-16,-2.702175740453018e-15,-3.578485595685728e-15,-2.1409256441851562e-15,0.0,9.508571173962014e-16,2.0756740921496784e-15,0.0,-4.751603224871848e-16,5.029448919395469e-15,0.0,5.029448919395471e-15,5.029448919395471e-15
192,Elec Submeters DCB Utilities Energy OPC Copy Energy OPC Copy,,,,,,99_UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.185214817581984e-16,-7.185214817581984e-16,-7.185214817581984e-16,-9.948203834101001e-16,-1.3625862854792255e-15,-7.803157999067927e-16,0.0,2.4602307673157354e-16,5.497517562155641e-16,0.0,-2.0101741348050488e-16,1.4453420370946972e-15,0.0,1.4453420370946978e-15,1.4453420370946978e-15
193,Cooling Plant CT-1A Hydronic Systems Energy CT1A_VFD_PWR(kWh),,,,,,,,,,,,,,,-2.8847107590099373e-07,0.0,-2.8847107590099294e-07,-2.8847107590099305e-07,0.0,3.0320814567390033e-07,3.0320814567390023e-07,3.032081456739004e-07,6.145431014955599e-07,6.066128507674315e-07,5.223645382421187e-07,0.0,1.0188953336868963e-06,-3.3266981833949054e-07,0.0,2.4290951824238505e-06,2.0675099024088724e-07,0.0,2.0675099024088676e-07,2.067509902408879e-07
194,Cooling Plant CT-1B Hydronic Systems Energy CT1B_VFD_PWR(kWh),,,,,,,,,,,,,,,-9.800502165306255e-08,0.0,-9.800502165306238e-08,-9.80050216530624e-08,0.0,8.868731171175748e-08,8.868731171175745e-08,8.86873117117575e-08,1.539313725054315e-07,1.5482954275202046e-07,1.299979598935197e-07,0.0,2.533710249130668e-07,-8.218107033134333e-08,0.0,5.770168054221726e-07,5.7505059280450776e-08,0.0,5.75050592804507e-08,5.750505928045073e-08
195,Cooling Plant CT-1C Hydronic Systems Energy CT1C_VFD_PWR(kWh),,,,,,,,,,,,,,,-1.267370163530388e-07,0.0,-1.2673701635303837e-07,-1.2673701635303842e-07,0.0,1.2843277755796438e-07,1.2843277755796388e-07,1.284327775579639e-07,2.1800078189915014e-07,2.308918100624021e-07,1.8300607781736427e-07,0.0,3.588083555171642e-07,5.181438505063926e-09,0.0,6.840740267671219e-07,1.1209840806190131e-07,0.0,1.1209840806190081e-07,1.1209840806190084e-07
196,DCA Utilities Energy OPC Energy OPC,,,,,,,,,,,,,,,-1.536568678641491e-14,0.0,-1.536568678641492e-14,-1.5365686786414915e-14,0.0,1.8373976488265756e-14,1.8373976488265762e-14,1.8373976488265762e-14,2.076438038650308e-15,3.0360859849620115e-15,1.579684548756426e-15,0.0,1.6095134184443023e-14,1.334833399686632e-14,0.0,1.9614954009647528e-14,1.3700207531461668e-15,0.0,1.3700207531461674e-15,1.3700207531461674e-15
197,DCB Utilities Energy OPC Copy Energy OPC Copy,,,,,,,,,,,,,,,-1.1891038521532092e-14,0.0,-1.1891038521532098e-14,-1.1891038521532094e-14,0.0,1.7138960250634963e-14,1.7138960250634976e-14,1.713896025063497e-14,4.201773861157574e-15,6.1436683851796e-15,3.1965688945640916e-15,0.0,2.865526623717307e-14,2.340177238279003e-14,0.0,3.5617338523893934e-14,2.2244212352364608e-15,0.0,2.2244212352364616e-15,2.224421235236461e-15
198,EF-2 EF-2A Air Systems Energy EF2_F1_VFD_PWR(kWh),,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,EF-2 EF-2B Air Systems Energy EF2_F2_VFD_PWR(kWh),,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,EF-2 EF-2C Air Systems Energy EF2_F3_VFD_PWR(kWh),,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,EF-3 EF-3A Air Systems Energy EF3_F1_VFD_PWR(kWh),,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,EF-3 EF-3B Air Systems Energy EF3_F2_VFD_PWR(kWh),,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,EF-3 EF-3C Air Systems Energy EF3_F3_VFD_PWR(kWh),,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,FM-10 BTU Meter Energy FM10_BTU_P4ABC_ENERGY(kWh),,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,FM-10 Utilities Energy FM10_BTU_P4ABC_ENERGY(kWh),,,,,,,,,,,,,,,-0.0006464455194131774,0.0,-0.0006464455194131768,-0.0006464455194131763,0.0,0.000544651842240056,0.0005446518422400606,0.0005446518422400612,-0.0027038862135436406,-0.003953516013994739,-0.002057026115697103,0.0,0.016530554140125255,0.01777913814872409,0.0,0.01667263356595932,0.003275789958602916,0.0,0.0032757899586029343,0.0032757899586029343
206,PA Utilities Energy OPC Energy OPC,,,,,,,,,,,,,,,-3.79349554671438e-14,0.0,-3.793495546714381e-14,-3.79349554671438e-14,0.0,3.9670337336466164e-14,3.967033733646618e-14,3.967033733646618e-14,9.993003939062637e-16,1.46113770997853e-15,7.602342870033417e-16,0.0,1.2673420983769337e-14,1.1184011261312563e-14,0.0,1.4386065502573634e-14,1.9050273438691973e-16,0.0,1.9050273438691978e-16,1.9050273438691978e-16
207,PB Utilities Energy OPC Energy OPC,,,,,,,,,,,,,,,-3.619855218648564e-14,0.0,-3.619855218648565e-14,-3.6198552186485647e-14,0.0,4.2674339461013674e-14,4.2674339461013674e-14,4.2674339461013674e-14,6.4516054844467e-15,9.433283645952037e-15,4.908165477972645e-15,0.0,5.023455294692445e-14,4.160715438392718e-14,0.0,6.149785096519248e-14,-1.8300314469783385e-16,0.0,-1.8300314469783385e-16,-1.8300314469783385e-16
