id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,curStatus,disMacro,discharge,effective,enable,entering,enum,equipName,equipRef,fan,groupRef,his,hisConvert,hisEnd,hisErr,hisSize,hisStart,hisStatus,hot,jci,kind,lastSynced,leaving,low,navName,noTagMatch,objectId,occ,outside,point,pump,run,scheduleOcc,scheduled,sensor,siteRef,sp,tagTableRef,tags,temp,tlName,tz,unit,water,zachName,mod
@p:ubcv:r:23d50f76-a982d1d1 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.SHWS2-T,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000464,✓,JCL-NAE10/FCB.Local Application.SHWS2-T,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",23238,2019-01-13T15:00:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.774-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.SHWS2-T,✓,AI3000121,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.SHWS2-T.Trend1,Los_Angeles,°C,"",SHWS2-T,2020-04-09T19:01:58.599Z UTC
@p:ubcv:r:23d50f76-8fb92859 Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10---FEC-06.SP1-A,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000068,✓,JCL-NAE10/FCB.JCL-NAE10---FEC-06.SP1-A,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","",",","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"","","bacnet::ConfirmedServiceErr: [15] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",fault,"",✓,Bool,2020-05-12T12:37:47.641-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10---FEC-06.SP1-A,✓,BI3000030,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","","",Los_Angeles,"","","",2020-04-08T18:52:35.554Z UTC
@p:ubcv:r:23d50f76-4ba60121 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.SHWP8-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000480,✓,JCL-NAE10/FCB.Local Application.SHWP8-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:06-08:00 Los_Angeles,"",4194,2019-03-19T16:30:12-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.423-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.SHWP8-S,✓,BI3000146,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.SHWP8-S.Trend1,Los_Angeles,"","",SHWP8-S,2020-04-08T18:55:37.192Z UTC
@p:ubcv:r:23d50f76-9f3954df Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.ZN3DP-SP,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000501,✓,JCL-NAE10/FCB.Local Application.ZN3DP-SP,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:06-08:00 Los_Angeles,"",10,2019-05-31T14:36:13-07:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:13.433-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.ZN3DP-SP,✓,AV3000189,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.ZN3DP-SP.Trend1,Los_Angeles,kPa,"",ZN3DP-SP,2020-04-09T19:01:58.6Z UTC
@p:ubcv:r:23d50f76-6d0fcbb4 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.BP2-O,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000483,✓,JCL-NAE10/FCB.Local Application.BP2-O,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",69220,2019-01-16T06:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.916-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.BP2-O,✓,AO3000205,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.BP2-O.Trend1,Los_Angeles,%,"",BP2-O,2020-04-09T19:01:58.601Z UTC
@p:ubcv:r:23d50f76-7ab078f0 Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT2-T,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000512,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT2-T,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",23238,2019-01-13T15:00:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.782-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT2-T,✓,AI3000093,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHWT2-T.Trend1,Los_Angeles,°C,"",DHWT2-T,2020-04-09T19:01:58.602Z UTC
@p:ubcv:r:23d50f77-302ae4a9 Acadia Park HR Unsorted Points P11 JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P11-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000522,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P11-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $equipName $bmsName,"","","","","Off,On",P11,@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:06-08:00 Los_Angeles,"",11,2019-05-31T14:36:14-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.446-07:00 Los_Angeles,"","",Run Status,"",BI3000084,"","",✓,✓,✓,"","",✓,@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P11-S.Trend1,Los_Angeles,"","",P11-S,2020-05-12T11:03:27.576Z UTC
@p:ubcv:r:23d50f76-eef40975 Acadia Park HR Unsorted Points P3 JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P3-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000518,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P3-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $equipName $bmsName,"","","","","Off,On",P3,@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-02-15T14:12:07-08:00 Los_Angeles,"",13550,2019-02-20T21:29:34-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.643-07:00 Los_Angeles,"","",Run Status,"",BI3000081,"","",✓,✓,✓,"","",✓,@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P3-S.Trend1,Los_Angeles,"","",P3-S,2020-05-12T11:03:27.728Z UTC
@p:ubcv:r:23d50f76-e8e3f406 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.BP2-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000475,✓,JCL-NAE10/FCB.Local Application.BP2-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T13:59:08-07:00 Los_Angeles,"",7814,2019-03-18T14:34:55-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.758-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.BP2-S,✓,BI3000134,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.BP2-S.Trend1,Los_Angeles,"","",BP2-S,2020-04-08T18:55:36.777Z UTC
@p:ubcv:r:24ccc7ca-8ad5d7e8 Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-06.Sump ALARM,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000901,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-06.Sump ALARM,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Normal,Alarm","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"-1 enumNumberToStr(self, false)",2020-02-25T18:39:29-08:00 Los_Angeles,"",24,2019-10-24T12:38:25-07:00 Los_Angeles,ok,"",✓,Str,2020-05-12T14:00:13.666-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.Sump ALARM,✓,MSV3000564,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.Sump ALARM.Trend1,Los_Angeles,"","",Sump ALARM,2020-04-08T18:50:09.261Z UTC
@p:ubcv:r:23d50f76-bbb62b97 Acadia Park HR Unsorted Points P10 JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P10-C,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000519,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P10-C,✓,@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $equipName $bmsName,"","","","","Off,On",P10,@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:06-08:00 Los_Angeles,"",11,2019-05-31T14:36:14-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.459-07:00 Los_Angeles,"","",Run Cmd,"",BO3000080,"","",✓,✓,✓,"","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","","",Los_Angeles,"","","",2020-05-12T11:03:27.766Z UTC
@p:ubcv:r:23d50f76-4024c620 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.ZN2DP-SP,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000499,✓,JCL-NAE10/FCB.Local Application.ZN2DP-SP,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:06-08:00 Los_Angeles,"",10,2019-05-31T14:36:13-07:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:13.47-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.ZN2DP-SP,✓,AV3000180,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.ZN2DP-SP.Trend1,Los_Angeles,kPa,"",ZN2DP-SP,2020-04-09T19:01:58.603Z UTC
@p:ubcv:r:23d50fca-ea305fbc Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF3-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000541,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF3-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-04-10T22:01:57-07:00 Los_Angeles,"",44598,2019-01-17T04:25:34-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.703-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF3-S,✓,BI3000040,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF3-S.Trend1,Los_Angeles,"","",EF Systems.EAF3-S,2020-04-08T18:55:25.602Z UTC
@p:ubcv:r:23d50f76-322edb0b Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.SHWP5-O,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000485,✓,JCL-NAE10/FCB.Local Application.SHWP5-O,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",69220,2019-01-16T06:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.924-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.SHWP5-O,✓,AO3000140,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.SHWP5-O.Trend1,Los_Angeles,%,"",SHWP5-O,2020-04-09T19:01:58.604Z UTC
@p:ubcv:r:23d50f76-de5069d8 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.OA-T,✓,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000495,✓,JCL-NAE10/FCB.Local Application.OA-T,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",23238,2019-01-13T15:00:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.79-07:00 Los_Angeles,"","",Outside Air Temp,"",AV3000165,"",✓,✓,"","","","",✓,@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,"",✓,JCL-NAE10/FCB.Local Application.OA-T.Trend1,Los_Angeles,°C,"",OA-T,2020-04-09T19:01:58.605Z UTC
@p:ubcv:r:23d50f02-fa851367 Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-07.OA-T,✓,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000042,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-07.OA-T,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",68076,2019-01-18T06:40:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.931-07:00 Los_Angeles,"","",Outside Air Temp,"",AI3000018,"",✓,✓,"","","","",✓,@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,"",✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-07.OA-T.Trend1,Los_Angeles,°C,"",MUA-01.OA-T,2020-04-09T19:01:58.606Z UTC
@p:ubcv:r:23d50f76-2fe7aba9 Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHW-T1,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000509,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHW-T1,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"",23238,2019-01-13T15:00:00-08:00 Los_Angeles,ok,"",✓,Number,2020-05-12T14:00:20.797-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHW-T1,✓,AI3000090,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.DHW-T1.Trend1,Los_Angeles,°C,"",DHW-T1,2020-04-09T19:01:58.607Z UTC
@p:ubcv:r:23d50f76-24468380 Acadia Park HR Unsorted Points P2 JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P2-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000515,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P2-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $equipName $bmsName,"","","","","Off,On",P2,@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-05-12T13:57:08-07:00 Los_Angeles,"",41160,2019-01-17T06:11:03-08:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:20.865-07:00 Los_Angeles,"","",Run Status,"",BI3000078,"","",✓,✓,✓,"","",✓,@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-05.P2-S.Trend1,Los_Angeles,"","",P2-S,2020-05-12T11:03:27.542Z UTC
@p:ubcv:r:23d50f76-23bbe621 Acadia Park HR Unsorted Points JCL-NAE10/FCB.Local Application.SHWP6-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000478,✓,JCL-NAE10/FCB.Local Application.SHWP6-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:05-08:00 Los_Angeles,"",567,2019-03-19T16:30:13-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.316-07:00 Los_Angeles,"","",JCL-NAE10/FCB.Local Application.SHWP6-S,✓,BI3000118,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.Local Application.SHWP6-S.Trend1,Los_Angeles,"","",SHWP6-S,2020-04-08T18:55:37.018Z UTC
@p:ubcv:r:23d50fca-1cf5ecdb Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF1-S,"","",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000535,✓,JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF1-S,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2020-01-11T16:55:07-08:00 Los_Angeles,"",8,2019-05-31T14:36:15-07:00 Los_Angeles,ok,"",✓,Bool,2020-05-12T14:00:13.521-07:00 Los_Angeles,"","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF1-S,✓,BI3000033,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,"","","","",JCL-NAE10/FCB.JCL-NAE10 - FEC-06.EAF1-S.Trend1,Los_Angeles,"","",EF Systems.EAF1-S,2020-04-08T18:55:25.464Z UTC
@p:ubcv:r:23d50f76-f3734a58 Acadia Park HR Unsorted Points JCL-NAE10/FCB.JCL-NAE10---FEC-07.EFFDAT-SP,✓,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",TL3000052,✓,JCL-NAE10/FCB.JCL-NAE10---FEC-07.EFFDAT-SP,"",@p:ubcv:r:21e6b134-33901f0e APHR (NAE-10),"",$equipRef $bmsName,✓,✓,"","","","",@p:ubcv:r:23d50ee7-2481e2c8 Acadia Park HR Unsorted Points,"",@p:ubcv:r:23d50ee7-2ee15173 Acadia Park HR Unsorted Points,✓,"",2019-01-25T12:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [13] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ",1041,2019-01-18T06:40:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-12T12:37:47.628-07:00 Los_Angeles,"","",Discharge Air Temp Effective Sp,"",AV3000027,"","",✓,"","","","","",@p:ubcv:r:23d509e0-23febac6 Acadia Park HR,✓,@p:ubcv:r:23e65d3d-79dbc720 .+(\.|-| )EFFDAT-SP,"",✓,"",Los_Angeles,°C,"","",2020-04-14T16:50:01.243Z UTC
